"File name","process name","ressult process"
"1899_02_21_BCN_DB_M_39_001.jpg","(OCR)","[ERROR]"
"1899_02_21_BCN_DB_M_39_002.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_M_39_003.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_T_07_001.jpg","(OCR)","[ERROR]"
"1899_02_21_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_T_07_004.jpg","(OCR)","[ERROR]"
"1899_02_21_BCN_DB_T_07_005.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_T_07_006.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_M_32_000.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_M_32_001.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_M_33_000.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_M_33_001.jpg","(OCR)","[ERROR]"
"1899_02_22_BCN_DB_M_33_002.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_M_33_003.jpg","(OCR)","[ERROR]"
"1899_02_22_BCN_DB_M_33_004.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_T_08_000.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_T_08_001.jpg","(OCR)","[ERROR]"
"1899_02_22_BCN_DB_T_08_002.jpg","(OCR)","[OK]"
"1899_02_22_BCN_DB_T_08_003.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_000.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_001.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_002.jpg","(OCR)","[ERROR]"
"1899_02_23_BCN_DB_M_31_003.jpg","(OCR)","[ERROR]"
"1899_02_23_BCN_DB_M_31_004.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_005.jpg","(OCR)","[ERROR]"
"1899_02_23_BCN_DB_M_31_006.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_007.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_M_31_008.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_23_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_000.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_001.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_002.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_003.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_004.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_M_26_005.jpg","(OCR)","[ERROR]"
"1899_02_24_BCN_DB_M_26_006.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_T_07_000.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_T_07_001.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_T_07_002.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_T_07_003.jpg","(OCR)","[OK]"
"1899_02_24_BCN_DB_T_07_004.jpg","(OCR)","[ERROR]"
"1899_02_24_BCN_DB_T_07_005.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_000.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_001.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_002.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_003.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_004.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_M_25_005.jpg","(OCR)","[ERROR]"
"1899_02_25_BCN_DB_M_25_006.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_T_05_000.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_T_05_001.jpg","(OCR)","[OK]"
"1899_02_25_BCN_DB_T_05_002.jpg","(OCR)","[ERROR]"
"1899_02_25_BCN_DB_T_05_003.jpg","(OCR)","[OK]"
"1899_02_26_BCN_DB_U_37_000.jpg","(OCR)","[OK]"
"1899_02_26_BCN_DB_U_37_001.jpg","(OCR)","[OK]"
"1899_02_26_BCN_DB_U_37_002.jpg","(OCR)","[OK]"
"1899_02_26_BCN_DB_U_37_003.jpg","(OCR)","[ERROR]"
